,client_id,birth_number,district_id
2136,2256,"""740605""",70
2137,2257,"""795831""",62
2138,2258,"""791103""",62
2139,2259,"""505102""",19
2140,2260,"""625422""",62
2141,2261,"""561113""",62
2142,2263,"""340817""",1
2143,2264,"""430508""",4
2144,2265,"""770918""",52
2145,2266,"""390123""",16
2146,2267,"""665410""",1
2147,2268,"""381226""",10
2148,2269,"""636110""",48
2149,2270,"""605421""",61
2150,2271,"""641107""",61
2151,2274,"""641014""",9
2152,2275,"""655724""",9
2153,2276,"""325427""",44
2154,2277,"""790325""",1
2155,2278,"""210701""",76
2156,2279,"""531106""",52
2157,2280,"""745424""",10
2158,2281,"""785606""",76
2159,2282,"""730311""",60
2160,2283,"""610809""",1
2161,2286,"""666126""",54
2162,2287,"""791021""",47
2163,2288,"""575823""",32
2164,2289,"""540821""",32
2165,2290,"""545530""",31
2166,2291,"""570919""",6
2167,2292,"""211110""",59
2168,2293,"""691122""",1
2169,2294,"""526227""",32
2170,2295,"""395228""",22
2171,2296,"""420613""",22
2172,2297,"""650118""",48
2173,2298,"""695515""",48
2174,2299,"""405220""",6
2175,2300,"""615707""",35
2176,2301,"""601219""",35
2177,2302,"""570126""",74
2178,2303,"""395401""",61
2179,2304,"""390211""",61
2180,2305,"""495610""",70
2181,2306,"""430821""",70
2182,2307,"""230906""",26
2183,2308,"""746031""",27
2184,2309,"""765513""",15
2185,2310,"""390723""",40
2186,2311,"""356001""",40
2187,2312,"""755215""",11
2188,2313,"""801029""",70
2189,2314,"""596216""",34
2190,2315,"""631008""",34
2191,2316,"""700325""",1
2192,2317,"""760222""",1
2193,2318,"""235919""",20
2194,2319,"""705516""",40
2195,2320,"""510523""",60
2196,2321,"""685112""",68
2197,2322,"""280611""",15
2198,2323,"""425629""",48
2199,2324,"""780716""",27
2200,2325,"""555203""",2
2201,2326,"""456214""",72
2202,2327,"""191027""",73
2203,2328,"""681002""",24
2204,2329,"""730102""",18
2205,2330,"""486117""",40
2206,2331,"""575531""",42
2207,2332,"""496222""",60
2208,2333,"""491012""",60
2209,2335,"""345328""",66
2210,2336,"""220717""",12
2211,2337,"""175409""",12
2212,2338,"""575725""",58
2213,2339,"""561206""",58
2214,2340,"""530502""",42
2215,2341,"""475713""",42
2216,2342,"""481218""",70
2217,2343,"""590318""",1
2218,2344,"""245427""",3
2219,2345,"""420719""",33
2220,2346,"""476025""",33
2221,2347,"""436217""",35
2222,2348,"""330424""",35
2223,2349,"""685710""",46
2224,2350,"""670609""",46
2225,2351,"""650417""",38
2226,2352,"""775929""",70
2227,2353,"""295917""",4
2228,2354,"""671221""",1
2229,2355,"""485630""",6
2230,2356,"""300710""",52
2231,2357,"""375110""",52
2232,2358,"""466016""",74
2233,2359,"""530701""",74
2234,2361,"""680924""",9
2235,2362,"""745902""",9
2236,2363,"""470618""",43
2237,2364,"""715426""",56
2238,2365,"""535626""",46
2239,2366,"""300101""",35
2240,2367,"""315405""",35
2241,2368,"""436222""",64
2242,2369,"""401219""",64
2243,2370,"""565821""",41
2244,2371,"""565207""",70
2245,2372,"""715409""",23
2246,2373,"""540119""",15
2247,2374,"""680727""",9
2248,2375,"""655725""",72
2249,2376,"""640819""",72
2250,2377,"""501117""",49
2251,2378,"""535313""",63
2252,2379,"""645619""",33
2253,2380,"""270817""",40
2254,2381,"""316011""",40
2255,2382,"""276025""",62
2256,2383,"""475101""",31
2257,2384,"""461217""",31
2258,2385,"""330505""",13
2259,2386,"""345310""",13
2260,2387,"""455716""",77
2261,2388,"""710729""",42
2262,2389,"""240720""",25
2263,2390,"""380513""",57
2264,2391,"""420124""",1
2265,2392,"""550521""",26
2266,2393,"""765823""",16
2267,2394,"""620604""",5
2268,2395,"""530311""",8
2269,2396,"""495829""",41
2270,2397,"""180714""",46
2271,2398,"""555825""",71
2272,2399,"""435502""",42
2273,2400,"""590410""",19
2274,2401,"""485126""",26
2275,2402,"""481026""",41
2276,2403,"""635125""",1
2277,2404,"""775705""",27
2278,2405,"""750821""",27
2279,2406,"""566006""",49
2280,2407,"""750827""",51
2281,2408,"""405428""",6
2282,2409,"""640527""",54
2283,2410,"""735208""",73
2284,2411,"""680817""",73
2285,2412,"""801026""",20
2286,2413,"""610809""",46
2287,2414,"""505713""",54
2288,2415,"""570424""",54
2289,2416,"""546223""",72
2290,2417,"""385621""",48
2291,2418,"""536227""",1
2292,2419,"""545623""",1
2293,2420,"""725606""",48
2294,2421,"""701110""",48
2295,2422,"""765609""",68
2296,2423,"""570709""",42
2297,2424,"""201110""",54
2298,2425,"""775718""",6
2299,2426,"""270609""",74
2300,2427,"""346130""",74
2301,2428,"""465627""",1
2302,2429,"""731122""",70
2303,2430,"""371028""",5
2304,2431,"""661010""",75
2305,2432,"""245308""",27
2306,2433,"""640619""",32
2307,2434,"""455524""",42
2308,2435,"""436018""",16
2309,2436,"""345806""",25
2310,2437,"""361227""",45
2311,2438,"""465919""",52
2312,2439,"""441126""",52
2313,2440,"""350909""",17
2314,2441,"""281006""",1
2315,2442,"""275708""",1
2316,2443,"""490523""",75
2317,2444,"""340826""",4
2318,2445,"""690226""",54
2319,2447,"""721007""",68
2320,2448,"""715701""",68
2321,2449,"""671228""",1
2322,2450,"""755517""",54
2323,2451,"""391206""",42
2324,2452,"""525607""",64
2325,2453,"""240113""",13
2326,2454,"""405904""",69
2327,2455,"""191104""",72
2328,2456,"""236204""",72
2329,2457,"""400817""",68
2330,2458,"""325809""",68
2331,2459,"""745722""",20
2332,2460,"""635105""",19
2333,2461,"""670402""",64
2334,2462,"""340606""",19
2335,2463,"""441217""",7
2336,2464,"""450901""",30
2337,2465,"""731017""",51
2338,2467,"""465516""",36
2339,2468,"""650318""",71
2340,2469,"""575910""",54
2341,2470,"""430614""",53
2342,2471,"""425105""",53
2343,2472,"""765329""",70
2344,2473,"""766017""",20
2345,2474,"""570406""",42
2346,2475,"""825202""",44
2347,2476,"""575216""",75
2348,2477,"""520614""",75
2349,2478,"""405524""",48
2350,2479,"""595331""",31
2351,2480,"""766208""",46
2352,2481,"""480622""",6
2353,2482,"""250107""",34
2354,2483,"""296230""",34
2355,2484,"""691221""",68
2356,2485,"""330515""",20
2357,2486,"""616005""",76
2358,2487,"""675925""",67
2359,2488,"""805922""",9
2360,2489,"""755128""",64
2361,2490,"""615326""",61
2362,2491,"""395320""",5
2363,2492,"""431213""",5
2364,2493,"""621009""",1
2365,2494,"""710106""",37
2366,2495,"""396214""",58
2367,2496,"""720707""",1
2368,2497,"""625406""",34
2369,2498,"""800312""",37
2370,2499,"""440804""",13
2371,2500,"""465820""",24
2372,2501,"""406204""",70
2373,2502,"""355313""",1
2374,2503,"""775923""",54
2375,2504,"""500109""",61
2376,2505,"""605430""",25
2377,2506,"""760927""",76
2378,2507,"""525826""",37
2379,2508,"""655807""",72
2380,2509,"""710206""",72
2381,2510,"""595610""",72
2382,2511,"""755327""",35
2383,2512,"""740727""",35
2384,2513,"""410508""",41
2385,2514,"""570211""",59
2386,2515,"""580603""",12
2387,2516,"""425105""",33
2388,2517,"""240909""",18
2389,2518,"""215507""",18
2390,2519,"""705806""",29
2391,2520,"""440730""",62
2392,2521,"""475330""",55
2393,2522,"""370908""",74
2394,2523,"""376202""",74
2395,2524,"""590731""",36
2396,2525,"""525710""",36
2397,2526,"""640726""",1
2398,2527,"""475731""",44
2399,2528,"""770216""",25
2400,2529,"""390622""",70
2401,2530,"""500211""",8
2402,2531,"""545124""",5
2403,2532,"""370509""",29
2404,2533,"""295717""",40
2405,2534,"""430110""",1
2406,2535,"""450110""",1
2407,2536,"""611022""",64
2408,2537,"""571010""",73
2409,2538,"""800223""",56
2410,2539,"""725121""",32
2411,2540,"""810626""",46
2412,2542,"""441219""",3
2413,2543,"""525827""",3
2414,2545,"""535928""",9
2415,2546,"""616203""",41
2416,2547,"""536029""",48
2417,2548,"""531006""",48
2418,2549,"""235505""",70
2419,2550,"""766012""",1
2420,2551,"""395811""",70
2421,2552,"""645124""",74
2422,2553,"""761124""",34
2423,2554,"""410920""",64
2424,2555,"""630923""",42
2425,2556,"""515210""",44
2426,2557,"""570218""",7
2427,2558,"""590118""",30
2428,2559,"""655331""",8
2429,2560,"""745620""",70
2430,2561,"""450726""",48
2431,2562,"""521101""",42
2432,2563,"""710908""",74
2433,2565,"""460522""",64
2434,2566,"""635325""",29
2435,2567,"""430530""",64
2436,2568,"""385611""",64
2437,2569,"""480401""",69
2438,2570,"""475619""",69
2439,2571,"""795425""",43
2440,2572,"""531008""",1
2441,2573,"""655310""",1
2442,2574,"""325422""",29
2443,2576,"""795516""",46
2444,2577,"""180107""",70
2445,2578,"""540708""",76
2446,2579,"""355102""",11
2447,2580,"""350307""",11
2448,2581,"""536119""",52
2449,2582,"""381215""",51
2450,2583,"""370617""",75
2451,2584,"""446215""",4
2452,2585,"""715828""",75
2453,2586,"""660514""",8
2454,2587,"""735103""",8
2455,2588,"""580519""",33
2456,2589,"""630217""",21
2457,2590,"""646019""",42
2458,2591,"""600227""",42
2459,2592,"""805831""",1
2460,2593,"""770610""",1
2461,2594,"""630731""",55
2462,2596,"""611008""",31
2463,2597,"""695806""",28
2464,2598,"""651025""",28
2465,2599,"""460109""",1
2466,2600,"""235417""",7
2467,2601,"""610725""",37
2468,2602,"""665820""",37
2469,2603,"""726103""",38
2470,2604,"""260711""",22
2471,2605,"""255417""",22
2472,2606,"""430104""",31
2473,2607,"""430327""",63
2474,2608,"""435915""",58
2475,2609,"""770509""",1
2476,2610,"""805503""",1
2477,2611,"""381109""",77
2478,2612,"""750203""",38
2479,2613,"""771026""",1
2480,2614,"""460314""",72
2481,2615,"""455826""",64
2482,2616,"""700707""",50
2483,2617,"""625626""",50
2484,2618,"""420814""",17
2485,2619,"""695709""",63
2486,2620,"""680718""",63
2487,2621,"""560509""",51
2488,2622,"""730607""",71
2489,2623,"""655716""",16
2490,2625,"""721007""",57
2491,2626,"""400214""",1
2492,2628,"""316105""",1
2493,2629,"""311203""",1
2494,2630,"""375820""",64
2495,2631,"""700521""",18
2496,2632,"""635225""",18
2497,2633,"""675712""",1
2498,2635,"""666210""",67
2499,2636,"""181024""",28
2500,2637,"""350606""",64
2501,2638,"""420107""",1
2502,2639,"""505304""",45
2503,2640,"""510129""",45
2504,2642,"""730904""",22
2505,2643,"""465107""",54
2506,2644,"""645323""",6
2507,2645,"""200422""",67
2508,2646,"""375607""",63
2509,2647,"""400326""",9
2510,2648,"""346010""",9
2511,2650,"""750305""",75
2512,2651,"""696127""",75
2513,2652,"""495509""",41
2514,2653,"""500125""",1
2515,2654,"""396008""",59
2516,2655,"""630812""",44
2517,2656,"""550915""",54
2518,2657,"""480709""",73
2519,2658,"""330121""",11
2520,2659,"""410524""",46
2521,2661,"""616017""",1
2522,2662,"""780829""",1
2523,2663,"""761001""",8
2524,2666,"""355706""",47
2525,2667,"""720101""",9
2526,2668,"""755209""",9
2527,2669,"""270508""",51
2528,2670,"""360913""",45
2529,2671,"""725422""",35
2530,2672,"""405326""",7
2531,2673,"""590716""",65
2532,2674,"""526003""",65
2533,2675,"""240122""",31
2534,2676,"""610601""",61
2535,2677,"""220524""",33
2536,2678,"""185515""",33
2537,2679,"""380930""",1
2538,2680,"""455902""",1
2539,2681,"""715104""",45
2540,2682,"""750114""",45
2541,2683,"""295613""",48
2542,2684,"""535211""",74
2543,2685,"""695621""",73
2544,2686,"""515324""",19
2545,2687,"""490822""",19
2546,2688,"""676024""",60
2547,2689,"""230117""",16
2548,2690,"""716225""",58
2549,2691,"""640517""",47
2550,2692,"""250530""",44
2551,2693,"""765804""",46
2552,2694,"""276006""",15
2553,2695,"""290516""",15
2554,2696,"""470904""",2
2555,2697,"""485814""",2
2556,2698,"""706007""",31
2557,2699,"""770223""",31
2558,2700,"""450222""",34
2559,2701,"""520329""",1
2560,2702,"""190226""",7
2561,2703,"""735312""",2
2562,2704,"""495522""",1
2563,2705,"""240430""",43
2564,2706,"""670702""",3
2565,2707,"""690523""",45
2566,2708,"""580812""",73
2567,2709,"""460614""",26
2568,2712,"""560117""",25
2569,2713,"""620902""",36
2570,2714,"""705306""",6
2571,2715,"""570704""",7
2572,2716,"""695713""",25
2573,2717,"""300428""",46
2574,2718,"""326222""",46
2575,2719,"""646030""",29
2576,2720,"""495905""",1
2577,2721,"""505626""",24
2578,2724,"""750301""",35
2579,2726,"""735728""",1
2580,2727,"""680205""",1
2581,2728,"""220813""",74
2582,2729,"""660828""",1
2583,2730,"""470318""",52
2584,2731,"""271208""",38
2585,2732,"""535916""",57
2586,2733,"""276111""",3
2587,2734,"""341112""",3
2588,2735,"""280731""",64
2589,2736,"""585215""",1
2590,2738,"""510425""",1
2591,2739,"""500126""",13
2592,2740,"""676123""",36
2593,2741,"""306129""",41
2594,2742,"""485827""",65
2595,2743,"""396004""",50
2596,2744,"""430222""",50
2597,2745,"""395807""",54
2598,2746,"""710225""",1
2599,2747,"""361014""",6
2600,2748,"""366006""",6
2601,2749,"""215304""",14
2602,2750,"""130713""",14
2603,2751,"""575124""",68
2604,2752,"""710809""",48
2605,2754,"""785524""",66
2606,2755,"""705323""",1
2607,2756,"""195928""",31
2608,2758,"""460714""",1
2609,2759,"""740126""",2
2610,2760,"""756212""",68
2611,2761,"""775929""",1
2612,2762,"""535423""",29
2613,2765,"""815420""",36
2614,2766,"""590915""",70
2615,2767,"""545604""",70
2616,2768,"""640402""",1
2617,2769,"""370515""",69
2618,2770,"""540708""",1
2619,2771,"""201025""",37
2620,2772,"""235108""",37
2621,2773,"""195913""",49
2622,2774,"""210223""",49
2623,2775,"""785709""",41
2624,2776,"""345607""",31
2625,2777,"""705328""",46
2626,2778,"""640516""",57
2627,2779,"""480504""",29
2628,2780,"""475116""",29
2629,2781,"""606122""",46
2630,2782,"""400913""",31
2631,2783,"""400620""",1
2632,2784,"""585725""",36
2633,2785,"""620729""",22
2634,2786,"""511102""",24
2635,2787,"""766014""",41
2636,2788,"""516021""",49
2637,2789,"""516225""",1
2638,2790,"""750210""",16
2639,2791,"""211010""",60
2640,2794,"""650122""",18
2641,2795,"""685413""",18
2642,2796,"""740625""",15
2643,2797,"""501105""",28
2644,2798,"""310627""",65
2645,2799,"""616202""",4
2646,2800,"""490826""",2
2647,2801,"""190218""",75
2648,2802,"""666129""",1
2649,2803,"""311012""",68
2650,2804,"""366110""",68
2651,2805,"""640713""",73
2652,2806,"""555701""",58
2653,2808,"""745331""",8
2654,2809,"""790214""",33
2655,2810,"""710728""",72
2656,2811,"""466207""",1
2657,2812,"""705502""",55
2658,2813,"""410410""",70
2659,2814,"""735210""",19
2660,2815,"""300630""",35
2661,2816,"""385315""",35
2662,2817,"""775219""",1
2663,2818,"""630412""",54
2664,2819,"""800812""",8
2665,2820,"""661217""",77
2666,2821,"""806101""",45
2667,2822,"""581019""",50
2668,2823,"""466218""",70
2669,2824,"""410905""",39
2670,2825,"""580329""",65
2671,2826,"""350128""",59
2672,2827,"""230213""",63
2673,2828,"""495710""",14
2674,2829,"""396227""",33
2675,2830,"""741114""",51
2676,2831,"""805709""",68
2677,2832,"""270723""",13
2678,2833,"""235709""",13
2679,2834,"""490523""",52
2680,2835,"""660127""",27
2681,2836,"""195921""",38
2682,2837,"""270521""",38
2683,2838,"""650309""",65
2684,2839,"""285705""",72
2685,2840,"""340514""",72
2686,2841,"""735410""",18
2687,2842,"""580617""",74
2688,2843,"""666006""",70
2689,2844,"""621119""",51
2690,2845,"""520902""",7
2691,2846,"""695317""",1
2692,2847,"""425725""",34
2693,2848,"""390220""",34
2694,2849,"""280402""",19
2695,2850,"""700820""",7
2696,2851,"""390810""",54
2697,2852,"""425628""",26
2698,2853,"""565425""",28
2699,2854,"""490601""",16
2700,2855,"""575726""",16
2701,2856,"""231111""",47
2702,2857,"""270203""",33
2703,2858,"""265212""",42
2704,2859,"""285924""",68
2705,2860,"""580331""",28
2706,2862,"""646007""",49
2707,2863,"""680305""",49
2708,2864,"""525409""",51
2709,2865,"""481118""",15
2710,2866,"""496030""",15
2711,2867,"""605123""",1
2712,2868,"""331214""",14
2713,2869,"""750805""",1
2714,2870,"""591128""",29
2715,2871,"""676123""",71
2716,2872,"""336027""",77
2717,2873,"""755324""",16
2718,2874,"""720910""",34
2719,2875,"""360817""",46
2720,2876,"""770107""",1
2721,2877,"""320429""",59
2722,2878,"""470417""",68
2723,2879,"""770110""",40
2724,2880,"""521230""",60
2725,2881,"""675321""",12
2726,2882,"""311214""",70
2727,2883,"""530226""",30
2728,2884,"""586010""",40
2729,2885,"""656004""",1
2730,2886,"""581003""",1
2731,2887,"""615129""",2
2732,2888,"""785909""",1
2733,2889,"""431205""",25
2734,2890,"""511011""",62
2735,2891,"""575723""",62
2736,2892,"""415321""",3
2737,2893,"""276102""",2
2738,2894,"""485725""",70
2739,2895,"""775517""",70
2740,2896,"""755516""",1
2741,2897,"""250718""",40
2742,2898,"""206017""",40
2743,2899,"""180518""",16
2744,2900,"""230322""",18
2745,2901,"""395109""",25
2746,2902,"""595703""",8
2747,2903,"""591126""",8
2748,2904,"""465518""",64
2749,2905,"""510707""",64
2750,2906,"""341216""",5
2751,2907,"""325922""",5
2752,2908,"""710228""",1
2753,2909,"""361009""",26
2754,2910,"""360928""",76
2755,2911,"""320925""",45
2756,2912,"""255728""",45
2757,2913,"""621227""",44
2758,2915,"""545222""",33
2759,2916,"""720930""",1
2760,2917,"""400118""",16
2761,2918,"""670521""",5
2762,2919,"""705908""",5
2763,2920,"""625623""",44
2764,2921,"""766220""",64
2765,2922,"""400907""",43
2766,2923,"""775321""",35
2767,2924,"""415206""",18
2768,2925,"""470908""",18
2769,2926,"""340211""",27
2770,2927,"""296228""",27
2771,2928,"""320302""",38
2772,2929,"""580310""",1
2773,2930,"""410322""",41
2774,2932,"""405711""",1
2775,2933,"""421212""",72
2776,2934,"""485427""",72
2777,2935,"""445502""",61
2778,2936,"""455311""",3
2779,2937,"""490701""",74
2780,2938,"""215601""",8
2781,2939,"""180213""",8
2782,2940,"""651016""",1
2783,2941,"""510312""",38
2784,2942,"""665603""",67
2785,2943,"""805628""",1
2786,2944,"""435823""",71
2787,2945,"""210602""",74
2788,2946,"""265123""",74
2789,2947,"""575518""",19
2790,2948,"""781120""",47
2791,2949,"""430925""",14
2792,2950,"""440606""",46
2793,2951,"""505831""",76
2794,2952,"""785117""",52
2795,2953,"""360707""",3
2796,2954,"""595812""",38
2797,2955,"""520716""",38
2798,2956,"""390806""",23
2799,2957,"""780307""",23
2800,2958,"""750507""",48
2801,2959,"""571119""",54
2802,2960,"""281219""",1
2803,2961,"""336228""",1
2804,2962,"""381110""",1
2805,2963,"""395329""",1
2806,2964,"""781127""",8
2807,2965,"""185207""",30
2808,2966,"""550220""",65
2809,2967,"""615115""",53
2810,2968,"""620824""",40
2811,2969,"""230422""",55
2812,2970,"""225406""",55
2813,2971,"""776203""",1
2814,2972,"""760114""",1
2815,2974,"""515712""",56
2816,2975,"""435318""",33
2817,2976,"""225803""",57
2818,2977,"""630206""",39
2819,2978,"""485305""",33
2820,2979,"""616222""",4
2821,2980,"""740614""",11
2822,2981,"""495205""",16
2823,2982,"""735323""",6
2824,2983,"""670723""",6
2825,2984,"""635524""",60
2826,2985,"""600413""",60
2827,2986,"""520515""",14
2828,2987,"""465601""",14
2829,2988,"""610521""",33
2830,2989,"""495201""",17
2831,2990,"""385402""",32
2832,2991,"""410731""",32
2833,2992,"""660507""",11
2834,2994,"""630722""",18
2835,2995,"""415615""",35
2836,2996,"""650129""",1
2837,2997,"""415309""",1
2838,2998,"""610402""",1
2839,2999,"""795324""",74
2840,3000,"""285402""",41
2841,3001,"""581007""",1
2842,3002,"""555513""",42
2843,3003,"""735512""",69
2844,3004,"""710713""",69
2845,3005,"""310629""",43
2846,3006,"""735808""",22
2847,3007,"""640411""",76
2848,3008,"""191219""",73
2849,3009,"""575803""",62
2850,3010,"""600112""",62
2851,3011,"""550919""",74
2852,3012,"""556110""",70
2853,3013,"""505318""",51
2854,3014,"""531105""",51
2855,3015,"""520229""",73
2856,3016,"""770823""",40
2857,3017,"""410514""",2
2858,3018,"""780128""",61
2859,3019,"""690923""",30
2860,3020,"""425827""",32
2861,3021,"""610824""",1
2862,3022,"""545922""",1
2863,3023,"""590404""",16
2864,3024,"""290308""",60
2865,3025,"""326227""",60
2866,3026,"""470325""",22
2867,3027,"""590725""",62
2868,3028,"""325423""",34
2869,3029,"""700508""",43
2870,3030,"""765510""",68
2871,3031,"""655905""",40
2872,3032,"""590410""",40
2873,3035,"""641102""",27
2874,3036,"""415331""",16
2875,3037,"""420104""",64
2876,3038,"""465305""",6
2877,3039,"""695601""",55
2878,3041,"""275424""",4
2879,3042,"""685214""",18
2880,3043,"""516115""",63
2881,3044,"""451007""",36
2882,3045,"""505318""",10
2883,3046,"""255122""",1
2884,3047,"""751001""",45
2885,3048,"""235106""",16
2886,3049,"""670406""",6
2887,3050,"""675731""",6
2888,3051,"""280311""",65
2889,3054,"""580428""",74
2890,3055,"""310223""",51
2891,3056,"""595116""",38
2892,3057,"""620305""",38
2893,3058,"""435929""",49
2894,3059,"""771129""",61
2895,3060,"""600518""",61
2896,3061,"""656005""",61
2897,3062,"""305822""",41
2898,3063,"""710129""",27
2899,3064,"""300505""",42
2900,3065,"""215821""",24
2901,3066,"""825309""",54
2902,3067,"""525621""",57
2903,3068,"""540320""",57
2904,3069,"""431023""",21
2905,3070,"""201212""",46
2906,3071,"""675223""",38
2907,3072,"""360414""",1
2908,3073,"""376023""",1
2909,3074,"""581107""",1
2910,3075,"""410505""",74
2911,3076,"""626117""",57
2912,3077,"""345224""",50
2913,3078,"""320131""",50
2914,3079,"""430519""",67
2915,3080,"""515727""",5
2916,3081,"""450302""",5
2917,3082,"""796017""",52
2918,3083,"""710407""",41
2919,3084,"""515824""",23
2920,3085,"""465629""",62
2921,3086,"""480914""",62
2922,3087,"""595921""",46
2923,3088,"""500611""",40
2924,3089,"""740726""",46
2925,3090,"""681117""",32
2926,3091,"""665303""",15
2927,3092,"""676106""",59
2928,3093,"""660221""",35
2929,3094,"""500818""",48
2930,3095,"""530629""",36
2931,3096,"""820227""",74
2932,3097,"""480822""",48
2933,3098,"""380623""",17
2934,3099,"""651113""",17
2935,3100,"""310330""",2
2936,3101,"""411213""",1
2937,3102,"""795216""",61
2938,3103,"""735307""",64
2939,3104,"""825104""",4
2940,3105,"""470817""",68
2941,3106,"""285303""",72
2942,3107,"""601116""",30
2943,3108,"""625226""",30
2944,3109,"""325421""",7
2945,3110,"""310227""",54
2946,3111,"""245207""",54
2947,3112,"""390912""",24
2948,3113,"""716112""",60
2949,3114,"""710224""",60
2950,3115,"""611130""",72
2951,3116,"""510909""",28
2952,3117,"""415622""",62
2953,3118,"""400709""",62
2954,3119,"""365126""",50
2955,3120,"""640602""",75
2956,3121,"""566018""",57
2957,3122,"""590402""",57
2958,3123,"""790725""",1
2959,3124,"""585102""",5
2960,3125,"""226030""",10
2961,3126,"""380113""",47
2962,3127,"""205618""",1
2963,3128,"""445209""",69
2964,3129,"""465801""",5
2965,3130,"""555531""",19
2966,3131,"""355614""",1
2967,3132,"""755324""",1
2968,3133,"""735420""",31
2969,3134,"""380504""",1
2970,3135,"""690106""",48
2971,3136,"""631218""",1
2972,3137,"""470226""",70
2973,3138,"""435812""",70
2974,3139,"""565923""",46
2975,3140,"""590413""",46
2976,3141,"""256109""",9
2977,3142,"""190318""",68
2978,3143,"""445202""",21
2979,3144,"""190804""",1
2980,3145,"""216104""",1
2981,3146,"""480715""",1
2982,3147,"""645426""",19
2983,3148,"""420404""",3
2984,3149,"""355109""",3
2985,3150,"""325724""",54
2986,3151,"""515727""",1
2987,3152,"""361004""",1
2988,3153,"""240617""",26
2989,3154,"""265221""",26
2990,3155,"""735408""",44
2991,3156,"""546102""",68
2992,3157,"""425226""",1
2993,3158,"""406125""",1
2994,3159,"""301027""",24
2995,3160,"""510629""",20
2996,3161,"""801118""",66
2997,3162,"""600517""",55
2998,3163,"""645526""",1
2999,3164,"""620910""",1
3000,3165,"""765901""",3
3001,3166,"""550614""",31
3002,3167,"""435908""",48
3003,3170,"""210221""",76
3004,3171,"""245426""",76
3005,3172,"""511223""",64
3006,3173,"""465418""",66
3007,3174,"""521116""",66
3008,3175,"""505719""",64
3009,3176,"""370707""",1
3010,3177,"""380812""",24
3011,3178,"""695801""",25
3012,3179,"""485312""",45
3013,3180,"""440930""",45
3014,3181,"""430215""",27
3015,3182,"""255422""",18
3016,3183,"""800224""",70
3017,3184,"""596201""",5
3018,3185,"""726126""",17
3019,3186,"""555114""",1
3020,3187,"""520902""",7
3021,3188,"""765519""",68
3022,3190,"""206101""",1
3023,3191,"""756105""",56
3024,3192,"""390714""",6
3025,3193,"""505222""",28
3026,3194,"""755817""",51
3027,3195,"""715613""",2
3028,3196,"""785814""",72
3029,3197,"""580710""",1
3030,3198,"""535305""",1
3031,3199,"""576218""",1
3032,3200,"""541115""",1
3033,3201,"""535806""",66
3034,3202,"""220719""",56
3035,3203,"""595423""",1
3036,3204,"""560326""",1
3037,3205,"""215625""",1
3038,3206,"""210521""",1
3039,3207,"""256203""",55
3040,3208,"""470206""",27
3041,3209,"""395103""",27
3042,3210,"""630830""",14
3043,3211,"""675807""",17
3044,3213,"""411004""",1
3045,3214,"""220512""",71
3046,3215,"""365506""",64
3047,3216,"""591128""",58
3048,3217,"""770502""",61
3049,3218,"""651216""",49
3050,3219,"""596018""",49
3051,3220,"""570217""",23
3052,3221,"""535716""",23
3053,3222,"""770506""",21
3054,3225,"""570317""",13
3055,3226,"""511122""",1
3056,3227,"""506028""",59
3057,3228,"""570222""",34
3058,3229,"""790418""",50
3059,3230,"""825606""",1
3060,3231,"""610603""",21
3061,3232,"""761105""",5
3062,3233,"""801130""",1
3063,3234,"""195804""",67
3064,3235,"""505612""",46
3065,3236,"""605415""",28
3066,3239,"""816116""",7
3067,3240,"""376210""",67
3068,3241,"""340914""",26
3069,3242,"""375304""",26
3070,3243,"""205930""",71
3071,3244,"""330929""",72
3072,3245,"""521202""",70
3073,3246,"""310420""",66
3074,3247,"""585421""",69
3075,3248,"""295802""",28
3076,3249,"""590120""",17
3077,3250,"""625120""",17
3078,3251,"""626228""",52
3079,3252,"""610326""",52
3080,3253,"""460702""",70
3081,3254,"""300213""",1
3082,3255,"""705104""",8
3083,3256,"""760718""",49
3084,3257,"""785511""",73
3085,3258,"""605730""",74
3086,3259,"""501015""",71
3087,3260,"""425908""",74
3088,3261,"""500410""",74
3089,3262,"""415814""",61
3090,3264,"""506020""",63
3091,3265,"""635611""",47
3092,3266,"""601008""",47
3093,3267,"""510826""",61
3094,3268,"""565331""",1
3095,3269,"""741105""",2
3096,3270,"""400122""",12
3097,3271,"""425103""",58
3098,3272,"""205718""",9
3099,3273,"""180102""",9
3100,3274,"""290122""",26
3101,3275,"""245919""",26
3102,3276,"""800321""",52
3103,3277,"""660326""",42
3104,3278,"""625420""",42
3105,3279,"""545804""",66
3106,3280,"""580531""",66
3107,3281,"""501227""",74
3108,3282,"""810902""",29
3109,3283,"""331123""",10
3110,3284,"""360702""",2
3111,3285,"""435917""",2
3112,3286,"""725315""",74
3113,3287,"""780401""",74
3114,3288,"""260128""",69
3115,3289,"""775609""",75
3116,3290,"""695712""",11
3117,3291,"""470123""",52
3118,3292,"""400121""",18
3119,3293,"""535120""",1
3120,3294,"""570308""",52
3121,3295,"""665313""",40
3122,3296,"""690611""",23
3123,3297,"""680417""",1
3124,3298,"""425805""",5
3125,3299,"""615917""",76
3126,3300,"""500629""",53
3127,3302,"""645217""",52
3128,3303,"""650109""",52
3129,3304,"""390831""",69
3130,3305,"""716011""",41
3131,3306,"""480426""",27
3132,3307,"""795701""",14
3133,3308,"""480216""",15
3134,3309,"""425429""",15
